1,../data/gnu-svn/flvstreamer.csv,0.416438,9913.000000,2.244712,0.065657,1.000000,0.017594
1,../data/gnu-svn/ccrtp.csv,9.087671,84799.000000,0.287050,0.131441,1.002139,0.196251
0,../data/gnu-svn/ncrok.csv,2009.706849,0.000000,0.000000,2009.789041,1948.000000,0
1,../data/gnu-svn/rapid.csv,6.504110,1100.000000,1.371619,1.618230,1.000000,0.477840
1,../data/gnu-svn/fisicalab.csv,6.336986,32503.000000,0.151954,0.107790,1.000000,0.122915
2,../data/gnu-svn/gacela.csv,1.501370,1751.000000,0.812489,1.864180,1.464047,0.078671
1,../data/gnu-svn/tkresolver.csv,0.583562,21690.000000,0.266451,0.018764,1.000000,0.008418
1,../data/gnu-svn/phpdaily.csv,0.167123,13622.000000,0.016856,0.000404,1.000000,0.000054
0,../data/gnu-svn/librefm.csv,2009.835616,0.000000,0.000000,2009.917808,44991.000000,0
0,../data/gnu-svn/goptical.csv,2010.405479,0.000000,0.000000,2010.487671,32207.000000,0
0,../data/gnu-svn/bm.csv,0.0,0,0.0.0,0.0,0.000000,0
0,../data/gnu-svn/army.csv,2012.238356,2016.408219,2014.821918,2014.821918,19740.000000,0
0,../data/gnu-svn/www-it.csv,0.0,0,0.0.0,0.0,0.000000,0
0,../data/gnu-svn/anagram.csv,2010.479452,0.000000,0.000000,2010.561644,3614.000000,0
1,../data/gnu-svn/chktex.csv,12.424658,6561.000000,0.003516,0.014541,1.000000,0.007895
1,../data/gnu-svn/fmsystem.csv,6.254795,2068101.000000,0.083416,0.084934,1.027146,0.091646
1,../data/gnu-svn/pyformex.csv,8.254795,109693.000000,0.635954,0.190266,1.000000,0.330555
1,../data/gnu-svn/pdrx.csv,4.668493,21121.000000,0.155329,0.114980,1.000000,0.117010
1,../data/gnu-svn/fbi-improved.csv,8.671233,42269.000000,0.115456,0.081719,1.000000,0.069846
0,../data/gnu-svn/wined3d.csv,2009.843836,0.000000,0.000000,2009.926027,49.000000,0
1,../data/gnu-svn/sysutils.csv,6.421918,18897.000000,0.000025,0.000381,1.000000,0.000008
0,../data/gnu-svn/ginebra.csv,2009.142466,0.000000,0.000000,2009.224658,689.000000,0
1,../data/gnu-svn/pigeoncide.csv,0.249315,11711.000000,24.579023,0.141980,1.000000,0.017084
1,../data/gnu-svn/h-client.csv,1.249315,6331.000000,0.460557,0.113038,1.000000,0.031184
1,../data/gnu-svn/nano.csv,13.591781,27996.000000,0.076142,0.047593,1.027716,0.049819
1,../data/gnu-svn/h-source.csv,4.835616,70417.000000,0.121679,0.112913,1.000000,0.053844
0,../data/gnu-svn/kopi.csv,0.0,0,0.0.0,0.0,0.000000,0
1,../data/gnu-svn/avr-libc.csv,13.090411,2535033.000000,0.422072,1.031032,1.000000,0.355304
2,../data/gnu-svn/ddd.csv,8.923288,232015.000000,0.139045,0.099019,1.411962,0.013972
2,../data/gnu-svn/sipwitch.csv,1.832877,38355.000000,1.705313,6.316708,1.841954,0.079890
1,../data/gnu-svn/libtermui.csv,4.586301,8758.000000,0.132330,0.100944,1.000000,0.068715
2,../data/gnu-svn/exosip.csv,2.084932,47476.000000,0.682915,0.092437,1.757654,-0.014798
1,../data/gnu-svn/cybop.csv,11.758904,706003.000000,0.309038,0.782977,1.007045,0.269715
0,../data/gnu-svn/mpd-hits.csv,2010.920548,0.000000,0.000000,2011.002740,142.000000,0
1,../data/gnu-svn/objectify.csv,8.923288,394511.000000,0.871601,0.197258,1.000000,0.427848
1,../data/gnu-svn/mkdoc.csv,4.753425,15490.000000,0.097497,0.066751,1.000000,0.057813
1,../data/gnu-svn/filius.csv,1.583562,48300.000000,0.021170,0.026197,1.000000,0.010980
1,../data/gnu-svn/freefont.csv,13.093151,4606.000000,0.313213,0.188890,1.000000,0.302610
1,../data/gnu-svn/acct.csv,3.835616,51005.000000,0.020554,0.015713,1.000000,0.016495
1,../data/gnu-svn/classpathx.csv,12.424658,298701.000000,0.106231,0.064956,1.000747,0.050682
0,../data/gnu-svn/gnewbook.csv,2011.235616,0.000000,0.000000,2011.317808,158391.000000,0
0,../data/gnu-svn/braintacle.csv,0.0,0,0.0.0,0.0,0.000000,0
1,../data/gnu-svn/swarm.csv,16.093151,285489.000000,0.170677,0.071000,1.000000,0.071377
0,../data/gnu-svn/picogen.csv,2008.909589,2016.413699,2009.909589,2009.909589,49062.000000,0
1,../data/gnu-svn/simplerowlog.csv,1.501370,15074.000000,1.265385,0.150363,1.000000,0.106153
1,../data/gnu-svn/reddit-shell.csv,1.084932,6505.000000,0.004127,0.001219,1.000000,0.000993
0,../data/gnu-svn/klog.csv,2008.298630,2016.386301,0.000000,2008.380822,37048.000000,0
1,../data/gnu-svn/pngpp.csv,8.339726,5921.000000,0.022355,0.018487,1.000000,0.012112
1,../data/gnu-svn/apporaserver.csv,0.082192,2661.000000,0.132107,0.002187,1.000000,0.000222
1,../data/gnu-svn/commoncpp.csv,5.336986,122356.000000,0.598008,0.334319,1.000000,0.090155
1,../data/gnu-svn/fotopreprocessor.csv,2.668493,4410.000000,0.030523,0.030523,1.000000,0.022580
1,../data/gnu-svn/chess.csv,4.336986,43784.000000,0.001666,0.007437,1.000000,0.002510
1,../data/gnu-svn/myserver.csv,6.504110,104988.000000,0.548365,0.142483,1.000000,0.140034
1,../data/gnu-svn/texinfo.csv,14.175342,1377753.000000,0.477649,0.335905,1.024765,0.342802
0,../data/gnu-svn/sgannon.csv,2010.698630,0.000000,0.000000,2010.780822,1038.000000,0
1,../data/gnu-svn/ax-chess.csv,2.501370,6432.000000,0.351464,0.094543,1.000000,0.053711
1,../data/gnu-svn/freeipmi.csv,11.257534,400101.000000,0.196047,0.148585,1.000000,0.193672
1,../data/gnu-svn/qemu.csv,6.002740,498677.000000,0.584144,0.120176,1.000000,0.151979
0,../data/gnu-svn/gpxlib.csv,2014.156164,0.000000,0.000000,2014.238356,5667.000000,0
1,../data/gnu-svn/tovero.csv,1.084932,27924.000000,0.155916,0.104364,1.000000,0.085365
1,../data/gnu-svn/texinfo.prev.csv,11.591781,1242744.000000,0.597722,0.316357,1.000000,0.339978
0,../data/gnu-svn/things.csv,2010.010959,0.000000,0.000000,2010.093151,9053.000000,0
1,../data/gnu-svn/jel.csv,17.427397,10959.000000,0.049675,0.050168,1.000000,0.023102
0,../data/gnu-svn/diffcolor.csv,2010.553425,0.000000,0.000000,2010.635616,399.000000,0
1,../data/gnu-svn/scss.csv,3.002740,207.000000,0.045714,0.072928,1.000000,0.050507
0,../data/gnu-svn/sdom.csv,0.0,0,0.0.0,0.0,0.000000,0
1,../data/gnu-svn/ipqbdb.csv,4.501370,8420.000000,0.118065,0.083760,1.000000,0.057297
0,../data/gnu-svn/scleaner.csv,2008.208219,0.000000,0.000000,2008.290411,8161.000000,0
1,../data/gnu-svn/texmacs.csv,11.923288,322402.000000,0.121701,0.081945,1.000000,0.092133
